Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,CO2_Fertilizer,CO2_Pesticide,CO2_Emissions,Carbon_Footprint
Maize,2012,Kharif     ,Karnataka,1161644,2978477,956.2,175175915.2,360109.64,2.741071429,464216175.28,1800548.2,466016723.48,156.461414165696
Maize,2012,Rabi       ,Karnataka,127577,386114,956.2,19238611.6,39548.87,3.155185185,50982320.74,197744.35,51180065.09,132.551694810341
Maize,2012,Summer     ,Karnataka,32413,111382,956.2,4887880.4,10048.03,3.439666667,12952883.06,50240.15,13003123.21,116.743488265608
Mesta,2012,Whole Year ,Karnataka,713,871,956.2,107520.4,221.03,1.242,284929.06,1105.15,286034.21,328.39748564868
Moong(Green Gram),2012,Kharif     ,Karnataka,169271,51289,956.2,25526066.8,52474.01,0.200833333,67644077.02,262370.05,67906447.07,1323.99631636413
Moong(Green Gram),2012,Rabi       ,Karnataka,4868,1140,956.2,734094.4,1509.08,0.211818182,1945350.16,7545.4,1952895.56,1713.06628070176
Niger seed,2012,Kharif     ,Karnataka,11639,2791,956.2,1755161.2,3608.09,0.2492,4651177.18,18040.45,4669217.63,1672.95508061627
Onion,2012,Kharif     ,Karnataka,67739,359625,956.2,10215041.2,20999.09,5.5388,27069859.18,104995.45,27174854.63,75.564420243309
Onion,2012,Rabi       ,Karnataka,12087,79118,956.2,1822719.6,3746.97,7.056666667,4830206.94,18734.85,4848941.79,61.2874666953159
Onion,2012,Summer     ,Karnataka,3543,20096,956.2,534284.4,1098.33,5.650952381,1415853.66,5491.65,1421345.31,70.7277721934713
Other  Rabi pulses,2012,Rabi       ,Karnataka,4843,2218,956.2,730324.4,1501.33,0.46,1935359.66,7506.65,1942866.31,875.95415238954
Other Kharif pulses,2012,Kharif     ,Karnataka,64785,60710,956.2,9769578,20083.35,0.861538462,25889381.7,100416.75,25989798.45,428.097487234393
Potato,2012,Kharif     ,Karnataka,27314,174423,956.2,4118951.2,8467.34,7.302,10915220.68,42336.7,10957557.38,62.8217458706707
Potato,2012,Rabi       ,Karnataka,6843,116214,956.2,1031924.4,2121.33,16.72363636,2734599.66,10606.65,2745206.31,23.6219931333574
Potato,2012,Summer     ,Karnataka,729,15896,956.2,109933.2,225.99,21.82333333,291322.98,1129.95,292452.93,18.3978944388526
Ragi,2012,Kharif     ,Karnataka,603184,913852,956.2,90960147.2,186987.04,1.36952381,241044390.08,934935.2,241979325.28,264.790497017023
Ragi,2012,Rabi       ,Karnataka,36638,52791,956.2,5525010.4,11357.78,1.404375,14641277.56,56788.9,14698066.46,278.419928775738
Ragi,2012,Summer     ,Karnataka,5239,7846,956.2,790041.2,1624.09,1.525,2093609.18,8120.45,2101729.63,267.872754269692
Rapeseed &Mustard,2012,Kharif     ,Karnataka,2201,650,956.2,331910.8,682.31,0.271538462,879563.62,3411.55,882975.17,1358.42333846154
Rice,2012,Kharif     ,Karnataka,1048427,2667359,956.2,158102791.6,325012.37,2.418333333,418972397.74,1625061.85,420597459.59,157.68310886911
Rice,2012,Rabi       ,Karnataka,45326,109309,956.2,6835160.8,14051.06,2.394615385,18113176.12,70255.3,18183431.42,166.34889551638
Rice,2012,Summer     ,Karnataka,185162,587711,956.2,27922429.6,57400.22,2.747777778,73994438.44,287001.1,74281439.54,126.391099605078
Safflower,2012,Rabi       ,Karnataka,48296,30320,956.2,7283036.8,14971.76,0.573571429,19300047.52,74858.8,19374906.32,639.014060686016
Sannhamp,2012,Whole Year ,Karnataka,258,64,956.2,38906.4,79.98,0.2375,103101.96,399.9,103501.86,1617.2165625
Sesamum,2012,Kharif     ,Karnataka,41001,13264,956.2,6182950.8,12710.31,0.3072,16384819.62,63551.55,16448371.17,1240.07623416767
Small millets,2012,Kharif     ,Karnataka,21919,8426,956.2,3305385.2,6794.89,0.368421053,8759270.78,33974.45,8793245.23,1043.58476501306
Soyabean,2012,Kharif     ,Karnataka,169509,177805,956.2,25561957.2,52547.79,0.878888889,67739186.58,262738.95,68001925.53,382.452268102697
Sugarcane,2012,Whole Year ,Karnataka,425393,35510714,956.2,64149264.4,131871.83,83.30689655,169995550.66,659359.15,170654909.81,4.80573017512405
Sunflower,2012,Kharif     ,Karnataka,210992,106890,956.2,31817593.6,65407.52,0.508846154,84316623.04,327037.6,84643660.64,791.876327439424
Sunflower,2012,Rabi       ,Karnataka,278912,138485,956.2,42059929.6,86462.72,0.575714286,111458813.44,432313.6,111891127.04,807.965678882189
Sunflower,2012,Summer     ,Karnataka,20178,20173,956.2,3042842.4,6255.18,1.010952381,8063532.36,31275.9,8094808.26,401.269432409657
Sweet potato,2012,Whole Year ,Karnataka,3450,53516,956.2,520260,1069.5,14.994375,1378689,5347.5,1384036.5,25.8621066596906
Tapioca,2012,Whole Year ,Karnataka,892,9424,956.2,134513.6,276.52,10.38090909,356461.04,1382.6,357843.64,37.9715237691002
Tobacco,2012,Whole Year ,Karnataka,106446,66656,956.2,16052056.8,32998.26,0.662727273,42537950.52,164991.3,42702941.82,640.646630760922
Turmeric,2012,Whole Year ,Karnataka,19688,92405,956.2,2968950.4,6103.28,4.742173913,7867718.56,30516.4,7898234.96,85.474108111033
Urad,2012,Kharif     ,Karnataka,102636,49448,956.2,15477508.8,31817.16,0.3365,41015398.32,159085.8,41174484.12,832.682497168743
Urad,2012,Rabi       ,Karnataka,5376,2791,956.2,810700.8,1666.56,0.609090909,2148357.12,8332.8,2156689.92,772.730175564314
Wheat,2012,Rabi       ,Karnataka,225274,178871,956.2,33971319.2,69834.94,0.846428571,90023995.88,349174.7,90373170.58,505.242160998709
Arecanut,2012,Whole Year ,Kerala,101775,118233,2187.6,15347670,31550.25,0.895714286,40671325.5,157751.25,40829076.75,345.327250006343
Arhar/Tur,2012,Whole Year ,Kerala,1186,1892,2187.6,178848.8,367.66,1.496,473949.32,1838.3,475787.62,251.473372093023
Banana,2012,Whole Year ,Kerala,61011,515607,2187.6,9200458.8,18913.41,8.320714286,24381215.82,94567.05,24475782.87,47.4698420890329
Black pepper,2012,Whole Year ,Kerala,84707,46298,2187.6,12773815.6,26259.17,0.391428571,33850611.34,131295.85,33981907.19,733.982184759601
Cardamom,2012,Whole Year ,Kerala,41600,10222,2187.6,6273280,12896,0.075555556,16624192,64480,16688672,1632.62297006457
Cashewnut,2012,Whole Year ,Kerala,52086,37919,2187.6,7854568.8,16146.66,0.390714286,20814607.32,80733.3,20895340.62,551.051995569503
Coconut ,2012,Whole Year ,Kerala,798162,5799000000,2187.6,120362829.6,247430.22,6706.261429,318961498.44,1237151.1,320198649.54,0.0552161837454734
Cowpea(Lobia),2012,Whole Year ,Kerala,1085,0,2187.6,163618,336.35,0,433587.7,1681.75,435269.45,inf
Garlic,2012,Whole Year ,Kerala,72,658,2187.6,10857.6,22.32,9.14,28772.64,111.6,28884.24,43.8970212765957
Ginger,2012,Whole Year ,Kerala,4505,22064,2187.6,679354,1396.55,3.365714286,1800288.1,6982.75,1807270.85,81.9103902284264
Groundnut,2012,Whole Year ,Kerala,784,976,2187.6,118227.2,243.04,1.24,313302.08,1215.2,314517.28,322.25131147541
Horse-gram,2012,Whole Year ,Kerala,105,0,2187.6,15834,32.55,0,41960.1,162.75,42122.85,inf
Jowar,2012,Whole Year ,Kerala,148,116,2187.6,22318.4,45.88,0.87,59143.76,229.4,59373.16,511.837586206897
Maize,2012,Whole Year ,Kerala,180,15,2187.6,27144,55.8,0.535,71931.6,279,72210.6,4814.04
Moong(Green Gram),2012,Whole Year ,Kerala,101,0,2187.6,15230.8,31.31,0,40361.62,156.55,40518.17,inf
Onion,2012,Whole Year ,Kerala,40,0,2187.6,6032,12.4,0,15984.8,62,16046.8,inf
Potato,2012,Whole Year ,Kerala,975,19050,2187.6,147030,302.25,18.905,389629.5,1511.25,391140.75,20.5323228346457
Ragi,2012,Whole Year ,Kerala,113,123,2187.6,17040.4,35.03,0.55,45157.06,175.15,45332.21,368.554552845529
Rice,2012,Autumn     ,Kerala,63232,161083,2187.6,9535385.6,19601.92,2.41,25268771.84,98009.6,25366781.44,157.476465176338
Rice,2012,Summer     ,Kerala,47294,134609,2187.6,7131935.2,14661.14,2.482142857,18899628.28,73305.7,18972933.98,140.948480265064
Rice,2012,Winter     ,Kerala,86751,212607,2187.6,13082050.8,26892.81,2.355,34667434.62,134464.05,34801898.67,163.691217457563
Sesamum,2012,Whole Year ,Kerala,260,98,2187.6,39208,80.6,0.34375,103901.2,403,104304.2,1064.32857142857
Sesamum,2012,Winter     ,Kerala,260,98,2187.6,39208,80.6,0.34375,103901.2,403,104304.2,1064.32857142857
Small millets,2012,Whole Year ,Kerala,62,61,2187.6,9349.6,19.22,0.98,24776.44,96.1,24872.54,407.746557377049
Soyabean,2012,Whole Year ,Kerala,7,10,2187.6,1055.6,2.17,1.43,2797.34,10.85,2808.19,280.819
Sugarcane,2012,Whole Year ,Kerala,1742,165720,2187.6,262693.6,540.02,48.69090909,696138.04,2700.1,698838.14,4.21698129374849
Sweet potato,2012,Whole Year ,Kerala,282,4780,2187.6,42525.6,87.42,13.72230769,112692.84,437.1,113129.94,23.6673514644352
Tapioca,2012,Whole Year ,Kerala,69586,2458515,2187.6,10493568.8,21571.66,35.29428571,27807957.32,107858.3,27915815.62,11.3547469183633
Tobacco,2012,Whole Year ,Kerala,13,23,2187.6,1960.4,4.03,1.77,5195.06,20.15,5215.21,226.748260869565
Turmeric,2012,Whole Year ,Kerala,2628,6904,2187.6,396302.4,814.68,2.421428571,1050201.36,4073.4,1054274.76,152.704918887601
Urad,2012,Whole Year ,Kerala,265,0,2187.6,39962,82.15,0,105899.3,410.75,106310.05,inf
Wheat,2012,Whole Year ,Kerala,1,0,2187.6,150.8,0.31,0,399.62,1.55,401.17,inf
Arecanut,2012,Whole Year ,Meghalaya,16062,23331,2945.3,2422149.6,4979.22,1.262857143,6418696.44,24896.1,6443592.54,276.181584158416
Arhar/Tur,2012,Kharif     ,Meghalaya,1136,1390,2945.3,171308.8,352.16,1.003333333,453968.32,1760.8,455729.12,327.862676258993
Banana,2012,Kharif     ,Meghalaya,6992,84613,2945.3,1054393.6,2167.52,10.55571429,2794143.04,10837.6,2804980.64,33.1507054471535
Black pepper,2012,Whole Year ,Meghalaya,950,665,2945.3,143260,294.5,0.697142857,379639,1472.5,381111.5,573.1
Cashewnut,2012,Whole Year ,Meghalaya,9047,16764,2945.3,1364287.6,2804.57,1.53,3615362.14,14022.85,3629384.99,216.49874671916
Castor seed,2012,Kharif     ,Meghalaya,60,45,2945.3,9048,18.6,0.926666667,23977.2,93,24070.2,534.893333333333
Cotton(lint),2012,Kharif     ,Meghalaya,7250,8359,2945.3,1093300,2247.5,1.126666667,2897245,11237.5,2908482.5,347.946225625075
Dry chillies,2012,Whole Year ,Meghalaya,2033,1659,2945.3,306576.4,630.23,1.092857143,812427.46,3151.15,815578.61,491.608565400844
Ginger,2012,Kharif     ,Meghalaya,9587,60149,2945.3,1445719.6,2971.97,7.545714286,3831156.94,14859.85,3846016.79,63.9414917953748
Gram,2012,Rabi       ,Meghalaya,1800,1755,2945.3,271440,558,0.976666667,719316,2790,722106,411.45641025641
Jute,2012,Kharif     ,Meghalaya,6380,63800,2945.3,962104,1977.8,8.833333333,2549575.6,9889,2559464.6,40.117
Linseed,2012,Rabi       ,Meghalaya,88,46,2945.3,13270.4,27.28,0.52,35166.56,136.4,35302.96,767.455652173913
Maize,2012,Whole Year ,Meghalaya,18015,38732,2945.3,2716662,5584.65,2.2,7199154.3,27923.25,7227077.55,186.591902044821
Mesta,2012,Kharif     ,Meghalaya,4435,25871,2945.3,668798,1374.85,6.01,1772314.7,6874.25,1779188.95,68.7715569556647
Peas & beans (Pulses),2012,Rabi       ,Meghalaya,2190,4064,2945.3,330252,678.9,1.868571429,875167.8,3394.5,878562.3,216.181668307087
Potato,2012,Whole Year ,Meghalaya,18139,172955,2945.3,2735361.2,5623.09,7.585714286,7248707.18,28115.45,7276822.63,42.0735025295597
Rapeseed &Mustard,2012,Rabi       ,Meghalaya,9750,9116,2945.3,1470300,3022.5,0.862857143,3896295,15112.5,3911407.5,429.070590171128
Rice,2012,Autumn     ,Meghalaya,33000,66000,2945.3,4976400,10230,2.232857143,13187460,51150,13238610,200.585
Rice,2012,Rabi       ,Meghalaya,13267,56786,2945.3,2000663.6,4112.77,2.13,5301758.54,20563.85,5322322.39,93.7259604479978
Rice,2012,Winter     ,Meghalaya,63484,142867,2945.3,9573387.2,19680.04,2.118571429,25369476.08,98400.2,25467876.28,178.262833824466
Sesamum,2012,Kharif     ,Meghalaya,2200,1859,2945.3,331760,682,0.931666667,879164,3410,882574,474.757396449704
Small millets,2012,Rabi       ,Meghalaya,2805,2430,2945.3,422994,869.55,1.041428571,1120934.1,4347.75,1125281.85,463.078950617284
Soyabean,2012,Kharif     ,Meghalaya,1589,2912,2945.3,239621.2,492.59,1.94,634996.18,2462.95,637459.13,218.907668269231
Sugarcane,2012,Whole Year ,Meghalaya,95,280,2945.3,14326,29.45,2.72,37963.9,147.25,38111.15,136.11125
Sweet potato,2012,Kharif     ,Meghalaya,4438,15063,2945.3,669250.4,1375.78,3.745714286,1773513.56,6878.9,1780392.46,118.196405762464
Tapioca,2012,Kharif     ,Meghalaya,4983,29749,2945.3,751436.4,1544.73,6.795714286,1991306.46,7723.65,1999030.11,67.1965481192645
Tobacco,2012,Rabi       ,Meghalaya,775,717,2945.3,116870,240.25,1.0175,309705.5,1201.25,310906.75,433.621687587169
Turmeric,2012,Whole Year ,Meghalaya,2208,12831,2945.3,332966.4,684.48,5.747142857,882360.96,3422.4,885783.36,69.0346317512275
Wheat,2012,Rabi       ,Meghalaya,406,742,2945.3,61224.8,125.86,1.356666667,162245.72,629.3,162875.02,219.508113207547
Arecanut,2013,Kharif     ,Andhra Pradesh,476,255,1062.3,68777.24,128.52,1.705,182259.686,642.6,182902.286,717.263866666667
Arhar/Tur,2013,Kharif     ,Andhra Pradesh,182826,102954,1062.3,26416528.74,49363.02,0.696923077,70003801.161,246815.1,70250616.261,682.349556704936
Arhar/Tur,2013,Rabi       ,Andhra Pradesh,1298,1003,1062.3,187548.02,350.46,0.736,497002.253,1752.3,498754.553,497.262764705882
Bajra,2013,Kharif     ,Andhra Pradesh,46930,77599,1062.3,6780915.7,12671.1,1.621818182,17969426.605,63355.5,18032782.105,232.384207335146
Bajra,2013,Rabi       ,Andhra Pradesh,2297,4256,1062.3,331893.53,620.19,1.78,879517.8545,3100.95,882618.8045,207.382237899436
Banana,2013,Whole Year ,Andhra Pradesh,60626,1888161,1062.3,8759850.74,16369.02,31.62769231,23213604.461,81845.1,23295449.561,12.3376394073387
Black pepper,2013,Kharif     ,Andhra Pradesh,4,3,1062.3,577.96,1.08,0.75,1531.594,5.4,1536.994,512.331333333333
Cashewnut,2013,Kharif     ,Andhra Pradesh,120012,37820,1062.3,17340533.88,32403.24,0.3225,45952414.782,162016.2,46114430.982,1219.31335224749
Castor seed,2013,Kharif     ,Andhra Pradesh,47592,24827,1062.3,6876568.08,12849.84,0.737777778,18222905.412,64249.2,18287154.612,736.583341201112
Castor seed,2013,Rabi       ,Andhra Pradesh,1291,956,1062.3,186536.59,348.57,0.74,494321.9635,1742.85,496064.8135,518.896248430962
Coconut ,2013,Whole Year ,Andhra Pradesh,99066,1610007000,1062.3,14314046.34,26747.82,13712.57308,37932222.801,133739.1,38065961.901,0.0236433517997127
Coriander,2013,Kharif     ,Andhra Pradesh,517,333,1062.3,74701.33,139.59,0.62,197958.5245,697.95,198656.4745,596.56598948949
Coriander,2013,Rabi       ,Andhra Pradesh,7934,4685,1062.3,1146383.66,2142.18,0.668,3037916.699,10710.9,3048627.599,650.720938954109
Cotton(lint),2013,Kharif     ,Andhra Pradesh,671459,2175683,1062.3,97019110.91,181293.93,2.623846154,257100643.9115,906469.65,258007113.5615,118.586721301541
Cotton(lint),2013,Rabi       ,Andhra Pradesh,5155,12281,1062.3,744845.95,1391.85,2.531666667,1973841.7675,6959.25,1980801.0175,161.289880099341
Cowpea(Lobia),2013,Kharif     ,Andhra Pradesh,3720,1617,1062.3,537502.8,1004.4,0.45625,1424382.42,5022,1429404.42,883.985417439703
Cowpea(Lobia),2013,Rabi       ,Andhra Pradesh,8403,7244,1062.3,1214149.47,2268.81,0.787777778,3217496.0955,11344.05,3228840.1455,445.726138252347
Dry chillies,2013,Kharif     ,Andhra Pradesh,112924,521588,1062.3,16316388.76,30489.48,4.287272727,43238430.214,152447.4,43390877.614,83.1899461145578
Dry chillies,2013,Rabi       ,Andhra Pradesh,18392,80405,1062.3,2657460.08,4965.84,3.246153846,7042269.212,24829.2,7067098.412,87.8937679497544
Ginger,2013,Kharif     ,Andhra Pradesh,358,1369,1062.3,51727.42,96.66,5.35,137077.663,483.3,137560.963,100.48280715851
Gram,2013,Rabi       ,Andhra Pradesh,472380,648031,1062.3,68254186.2,127542.6,1.639090909,180873593.43,637713,181511306.43,280.096641102046
Groundnut,2013,Kharif     ,Andhra Pradesh,1085991,680825,1062.3,156914839.6,293217.57,1.493076923,415824324.94,1466087.85,417290412.79,612.918757081482
Groundnut,2013,Rabi       ,Andhra Pradesh,90386,200486,1062.3,13059873.14,24404.22,2.412307692,34608663.821,122021.1,34730684.921,173.23246970362
Horse-gram,2013,Kharif     ,Andhra Pradesh,8768,5120,1062.3,1266888.32,2367.36,0.58125,3357254.048,11836.8,3369090.848,658.02555625
Horse-gram,2013,Rabi       ,Andhra Pradesh,19438,9743,1062.3,2808596.62,5248.26,0.4925,7442781.043,26241.3,7469022.343,766.603955968388
Jowar,2013,Kharif     ,Andhra Pradesh,32732,57193,1062.3,4729446.68,8837.64,1.718461538,12533033.702,44188.2,12577221.902,219.90841365202
Jowar,2013,Rabi       ,Andhra Pradesh,85513,208482,1062.3,12355773.37,23088.51,3.579090909,32742799.4305,115442.55,32858241.9805,157.607093084775
Linseed,2013,Kharif     ,Andhra Pradesh,473,228,1062.3,68343.77,127.71,0.455,181110.9905,638.55,181749.5405,797.14710745614
Maize,2013,Kharif     ,Andhra Pradesh,109846,407657,1062.3,15871648.54,29658.42,3.460769231,42059868.631,148292.1,42208160.731,103.538417667304
Maize,2013,Rabi       ,Andhra Pradesh,242269,1805828,1062.3,35005447.81,65412.63,7.458461538,92764436.6965,327063.15,93091499.8465,51.5505905581816
Mesta,2013,Kharif     ,Andhra Pradesh,9112,83557,1062.3,1316592.88,2460.24,9.203333333,3488971.132,12301.2,3501272.332,41.9028008664744
Mesta,2013,Rabi       ,Andhra Pradesh,52,472,1062.3,7513.48,14.04,9.08,19910.722,70.2,19980.922,42.3324618644068
Moong(Green Gram),2013,Kharif     ,Andhra Pradesh,17490,8956,1062.3,2527130.1,4722.3,0.627692308,6696894.765,23611.5,6720506.265,750.391498995087
Moong(Green Gram),2013,Rabi       ,Andhra Pradesh,116216,72653,1062.3,16792049.84,31378.32,0.670769231,44498932.076,156891.6,44655823.676,614.645282039283
Niger seed,2013,Kharif     ,Andhra Pradesh,21,11,1062.3,3034.29,5.67,0.52,8040.8685,28.35,8069.2185,733.565318181818
Niger seed,2013,Rabi       ,Andhra Pradesh,8789,4483,1062.3,1269922.61,2373.03,0.47,3365294.9165,11865.15,3377160.0665,753.325912670087
Onion,2013,Kharif     ,Andhra Pradesh,20959,394680,1062.3,3028365.91,5658.93,18.40181818,8025169.6615,28294.65,8053464.3115,20.4050479160332
Onion,2013,Rabi       ,Andhra Pradesh,5326,117905,1062.3,769553.74,1438.02,19.63545455,2039317.411,7190.1,2046507.511,17.3572580552139
Other Kharif pulses,2013,Kharif     ,Andhra Pradesh,3488,2369,1062.3,503981.12,941.76,0.5025,1335549.968,4708.8,1340258.768,565.74874124103
Potato,2013,Kharif     ,Andhra Pradesh,385,6710,1062.3,55628.65,103.95,16.03,147415.9225,519.75,147935.6725,22.0470450819672
Potato,2013,Rabi       ,Andhra Pradesh,1073,18530,1062.3,155037.77,289.71,15.024,410850.0905,1448.55,412298.6405,22.2503313815434
Ragi,2013,Kharif     ,Andhra Pradesh,37021,36385,1062.3,5349164.29,9995.67,1.005454545,14175285.3685,49978.35,14225263.7185,390.965060285832
Ragi,2013,Rabi       ,Andhra Pradesh,4538,7056,1062.3,655695.62,1225.26,1.534444444,1737593.393,6126.3,1743719.693,247.125806831066
Rapeseed &Mustard,2013,Rabi       ,Andhra Pradesh,3295,2121,1062.3,476094.55,889.65,0.57,1261650.5575,4448.25,1266098.8075,596.934845591702
Rice,2013,Kharif     ,Andhra Pradesh,1705555,4356822,1062.3,246435642,460499.85,2.715384615,653054451.3,2302499.25,655356950.55,150.420868823652
Rice,2013,Rabi       ,Andhra Pradesh,877885,3636603,1062.3,126845603.7,237028.95,3.408461538,336140849.805,1185144.75,337325994.555,92.7585426715536
Safflower,2013,Rabi       ,Andhra Pradesh,215,120,1062.3,31065.35,58.05,0.63,82323.1775,290.25,82613.4275,688.445229166667
Sannhamp,2013,Whole Year ,Andhra Pradesh,4734,0,1062.3,684015.66,1278.18,0,1812641.499,6390.9,1819032.399,inf
Sesamum,2013,Kharif     ,Andhra Pradesh,28045,12589,1062.3,4052222.05,7572.15,0.409166667,10738388.4325,37860.75,10776249.1825,856.00517773453
Sesamum,2013,Rabi       ,Andhra Pradesh,33088,8625,1062.3,4780885.12,8933.76,0.245833333,12669345.568,44668.8,12714014.368,1474.08862237681
Small millets,2013,Kharif     ,Andhra Pradesh,26620,19547,1062.3,3846323.8,7187.4,0.828888889,10192758.07,35937,10228695.07,523.287208778841
Small millets,2013,Rabi       ,Andhra Pradesh,878,934,1062.3,126862.22,237.06,0.9625,336184.883,1185.3,337370.183,361.210046038544
Soyabean,2013,Kharif     ,Andhra Pradesh,3025,4872,1062.3,437082.25,816.75,1.62,1158267.9625,4083.75,1162351.7125,238.577937705255
Soyabean,2013,Rabi       ,Andhra Pradesh,80,129,1062.3,11559.2,21.6,1.626666667,30631.88,108,30739.88,238.293643410853
Sugarcane,2013,Whole Year ,Andhra Pradesh,152847,12008047,1062.3,22084863.03,41268.69,84.42615385,58524887.0295,206343.45,58731230.4795,4.89098939065612
Sunflower,2013,Kharif     ,Andhra Pradesh,17828,14053,1062.3,2575967.72,4813.56,0.764285714,6826314.458,24067.8,6850382.258,487.467605351171
Sunflower,2013,Rabi       ,Andhra Pradesh,62122,53925,1062.3,8976007.78,16772.94,0.989230769,23786420.617,83864.7,23870285.317,442.657122243857
Sweet potato,2013,Kharif     ,Andhra Pradesh,170,1660,1062.3,24563.3,45.9,9.261666667,65092.745,229.5,65322.245,39.35075
